2018-04-04 10:22:56,510 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000'); args=['auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000']
2018-04-12 16:59:54,163 [Thread-12:14304] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `shop_user` ON ( `django_admin_log`.`user_id` = `shop_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2018-04-12 16:59:54,447 [Thread-13:8704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 16:59:54,450 [Thread-13:8704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 16:59:54,451 [Thread-13:8704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 08:59:54'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 08:59:54')
2018-04-12 16:59:54,453 [Thread-13:8704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 16:59:56,269 [Thread-14:1836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 16:59:56,272 [Thread-14:1836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 16:59:56,272 [Thread-14:1836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 08:59:56'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 08:59:56')
2018-04-12 16:59:56,273 [Thread-14:1836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 16:59:56,275 [Thread-14:1836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` WHERE `shop_products`.`id` = 3; args=(3,)
2018-04-12 16:59:56,315 [Thread-14:1836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `shop_user` ON ( `django_admin_log`.`user_id` = `shop_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2018-04-12 16:59:56,329 [Thread-14:1836] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_fenlei`.`id`, `shop_fenlei`.`title`, `shop_fenlei`.`desc` FROM `shop_fenlei`; args=()
2018-04-12 16:59:56,585 [Thread-15:9088] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 16:59:56,589 [Thread-15:9088] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 16:59:56,589 [Thread-15:9088] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 08:59:56'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 08:59:56')
2018-04-12 16:59:56,592 [Thread-15:9088] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:21,813 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:21,816 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:21,816 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:21'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:21')
2018-04-12 17:00:21,819 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:21,819 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` WHERE `shop_products`.`id` = 3; args=(3,)
2018-04-12 17:00:21,823 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_fenlei`.`id`, `shop_fenlei`.`title`, `shop_fenlei`.`desc` FROM `shop_fenlei` WHERE `shop_fenlei`.`id` = 3; args=(3,)
2018-04-12 17:00:21,826 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT (1) AS `a` FROM `shop_fenlei` WHERE `shop_fenlei`.`id` = 3 LIMIT 1; args=(3,)
2018-04-12 17:00:21,858 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.030) UPDATE `shop_products` SET `title` = '男士新款春装', `desc` = '新款韩版春装', `image` = 'product/2018/04/5ab2027bN736dc1e8.jpg', `ptype_id` = 3, `price` = 520, `stock` = 140, `time` = '2018-04-12 08:58:59' WHERE `shop_products`.`id` = 3; args=(u'\u7537\u58eb\u65b0\u6b3e\u6625\u88c5', u'\u65b0\u6b3e\u97e9\u7248\u6625\u88c5', u'product/2018/04/5ab2027bN736dc1e8.jpg', 3, 520.0, 140, u'2018-04-12 08:58:59', 3)
2018-04-12 17:00:21,880 [Thread-16:6820] [django.db.backends:89] [utils:execute] [DEBUG]- (0.019) INSERT INTO `django_admin_log` (`action_time`, `user_id`, `content_type_id`, `object_id`, `object_repr`, `action_flag`, `change_message`) VALUES ('2018-04-12 09:00:21', 1, 8, '3', '男士新款春装', 2, 'Changed title, desc, image, price and stock.'); args=[u'2018-04-12 09:00:21', 1, 8, u'3', u'\u7537\u58eb\u65b0\u6b3e\u6625\u88c5', 2, u'Changed title, desc, image, price and stock.']
2018-04-12 17:00:21,959 [Thread-17:8012] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:21,960 [Thread-17:8012] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:21,961 [Thread-17:8012] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:21'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:21')
2018-04-12 17:00:21,963 [Thread-17:8012] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:21,966 [Thread-17:8012] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT(*) AS `__count` FROM `shop_products`; args=()
2018-04-12 17:00:21,967 [Thread-17:8012] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` ORDER BY `shop_products`.`id` DESC; args=()
2018-04-12 17:00:21,992 [Thread-17:8012] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `shop_user` ON ( `django_admin_log`.`user_id` = `shop_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2018-04-12 17:00:22,605 [Thread-18:14048] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:22,608 [Thread-18:14048] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:22,608 [Thread-18:14048] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:22'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:22')
2018-04-12 17:00:22,611 [Thread-18:14048] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:32,516 [Thread-19:4852] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:32,519 [Thread-19:4852] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:32,520 [Thread-19:4852] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:32'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:32')
2018-04-12 17:00:32,523 [Thread-19:4852] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:32,548 [Thread-19:4852] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `shop_user` ON ( `django_admin_log`.`user_id` = `shop_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2018-04-12 17:00:36,112 [Thread-20:14040] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:36,115 [Thread-20:14040] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:36,117 [Thread-20:14040] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:36'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:36')
2018-04-12 17:00:36,118 [Thread-20:14040] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:36,119 [Thread-20:14040] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `shop_fenlei`; args=()
2018-04-12 17:00:36,121 [Thread-20:14040] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_fenlei`.`id`, `shop_fenlei`.`title`, `shop_fenlei`.`desc` FROM `shop_fenlei` ORDER BY `shop_fenlei`.`id` DESC; args=()
2018-04-12 17:00:36,147 [Thread-20:14040] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `shop_user` ON ( `django_admin_log`.`user_id` = `shop_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2018-04-12 17:00:36,749 [Thread-21:11176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:36,750 [Thread-21:11176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:36,752 [Thread-21:11176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:36'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:36')
2018-04-12 17:00:36,753 [Thread-21:11176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:44,608 [Thread-22:6704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:44,609 [Thread-22:6704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:44,611 [Thread-22:6704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:44'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:44')
2018-04-12 17:00:44,612 [Thread-22:6704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:44,638 [Thread-22:6704] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `shop_user` ON ( `django_admin_log`.`user_id` = `shop_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2018-04-12 17:00:47,631 [Thread-23:1176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:47,632 [Thread-23:1176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 17:00:47,634 [Thread-23:1176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 09:00:47'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 09:00:47')
2018-04-12 17:00:47,635 [Thread-23:1176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`bankname`, `shop_user`.`mobile`, `shop_user`.`idnum`, `shop_user`.`cardnum`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 17:00:47,637 [Thread-23:1176] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT(*) AS `__count` FROM `shop_user`; args=()
